;name;city;min_salary;max_salary;company;published_at;min_experience;max_experience;schedule;employment;description;conditions;requirement;responsibility;key_skills
59;Помощник программиста 1С;Новосибирск;20000.0;40000.0;НПК Эксперт;2019-11-18T09:16:47+0300;1;3;Полный день;Полная занятость;Группа компаний «Эксперт» - динамично развивающийся многопрофильный холдинг. Компания работает на рынке более 15 лет, занимается комплексными поставками комплектующих для радиоэлектронной промышленности, контрактным производством электроники, а также производством систем дистанционного управления освещением. Филиалы компании расположены в городах: Москва, Новосибирск, Томск, Гонконг, Шанхай (КНР). Требования к кандидату:  Общий опыт работы от 1 года Опыт разработки на платформе 1с 8.х будет преимуществом. Ответственность, обучаемость, нацеленность на результат.  Обязанности:  Разработка на платформе 1с 8.2/8.3 Поддержка и сопровождение конфигураций Управление торговлей, Бухгалтерия предприятия, ЗУП Консультирование пользователей.  Условия работы:  Полная/частичная занятость Комфортные условия труда чай, кофе, печеньки за счет компании офис в 10 мин. ходьбы от ст.м. Речной Вокзал ;;Общий опыт работы от 1 года. Опыт разработки на платформе 1с 8.х будет преимуществом. Ответственность, обучаемость, нацеленность на...;Разработка на платформе 1с 8.2/8.3. Поддержка и сопровождение конфигураций Управление торговлей, Бухгалтерия предприятия, ЗУП. Консультирование пользователей.;
28;Стажер программист 1С;Санкт-Петербург;25000.0;40000.0;Софт Инжиниринг;2019-11-20T10:43:45+0300;0;0;Полный день;Полная занятость;  Требования: - Знание основ программирования - Знание основных принципов бухгалтерского и управленческого учетов - Коммуникабельность - Ответственность и желание учиться. - Позитивный настрой   Задачи: - Небольшие доработки существующих конфигураций 1С - Настройка отчетов в среде 1С - Настройка и создание печатных форм - Прочие мелкие доработки в средне 1С;;Знание основ программирования. - Знание основных принципов бухгалтерского и управленческого учетов. - Коммуникабельность. - Ответственность и желание учиться. - Позитивный настрой.;Небольшие доработки существующих конфигураций 1С. - Настройка отчетов в среде 1С. - Настройка и создание печатных форм. - Прочие мелкие доработки...;
0;Web-программист (Junior);Тюмень;30000.0;40000.0;Росо Груп;2019-11-19T12:07:08+0300;0;0;Полный день;Полная занятость;"Компания Росо Груп приглашает на работу начинающих специалистов на вакансию Web-программист, уровень Junior. Мы ищем джуниор-уровень, но рассмотрим вашу кандидатуру, если ваш уровень выше, и обсудим условия отдельно. Основные требования:  Наличие практического опыта разработки PHP (к примеру, делали что-то в рамках обучения); Основы HTML/CSS; Основы JS; Основы SQL; Стремление к профессиональному росту и обучению‚ ответственность, инициативность.  Будет плюсом:  Опыт коммерческой разработки; Опыт работы с любыми CMS.  Содержание работы:  Разработка проектов на CMS 1С-Битрикс; Разработка проектов на CMS Drupal; Модернизация и поддержка существующих проектов.  Условия:  Трехмесячный тестовый период с окладом 25 000 рублей. Далее от 30 000 рублей, стабильная индексация; Интенсивное обучение в процессе работы (под руководством опытного программиста) над интересными проектами; Полный рабочий день, а также для студентов рассматриваются варианты с гибким графиком (не менее 35 часов в неделю в офисе в рабочие дни), молодой и дружный коллектив; Оформление по ТК РФ; Бесплатные: кофе, чай. ";"  Трехмесячный тестовый период с окладом 25 000 рублей. Далее от 30 000 рублей, стабильная индексация; Интенсивное обучение в процессе работы (под руководством опытного программиста) над интересными проектами; Полный рабочий день, а также для студентов рассматриваются варианты с гибким графиком (не менее 35 часов в неделю в офисе в рабочие дни), молодой и дружный коллектив; Оформление по ТК РФ; Бесплатные: кофе, чай. ";Наличие практического опыта разработки PHP (к примеру, делали что-то в рамках обучения). Основы HTML/CSS. Основы JS. Основы SQL. ;Разработка проектов на CMS 1С-Битрикс. Разработка проектов на CMS Drupal. Модернизация и поддержка существующих проектов.;"JavaScript; jQuery; PHP5; HTML; CSS; PHP; HTML5; CSS3; 1С-Битрикс; SQL; MySQL"
72;Инженер - программист 1С;Екатеринбург;30000.0;40000.0;Прософт-Системы;2019-11-19T08:30:51+0300;3;6;Удаленная работа;Частичная занятость;"Инженерная компания Прософт-Системы приглашает Инженера - программиста 1С по совместительству. Цель должности: разработка модулей 1С для решения задач организации. Основные задачи:  доработка и последующее тестирование модулей конфигурации корпоративной 1С 8.3; составление технического описания по разработанным модулям; взаимодействие с аналитиками (постановщиками задач).  Требования к специалисту:  высшее оконченное образование; опыт работы в сфере программирования 1С - от 3 лет; знание основ управленческого и бухгалтерского учета; опыт работы на платформах 8.2, 8.3. Владение языком запросов, СКД, веб-сервисами, технологиями обмена данными и управляемыми платформами; готовность разбираться в бизнес-процессах предприятия, оценивать трудоемкость задач; личностные качества: организованность, позитивный настрой, результативность; умение и желание осваивать новый материал; готовность работать в команде; как огромное преимущество: опыт разработки в конфигурациях ERP и УПП.  Мы предлагаем:  заработная плата: 30 000,0 - 40 000,0 р. (оклад и премии); занятость - 20 часов/ неделя; удаленная работа с готовностью взаимодействия по скайпу во временном промежутке с 09.00 до 18.00 (UTS +5). ";"  заработная плата: 30 000,0 - 40 000,0 р. (оклад и премии); занятость - 20 часов/ неделя; удаленная работа с готовностью взаимодействия по скайпу во временном промежутке с 09.00 до 18.00 (UTS +5). ";Высшее оконченное образование. Опыт работы в сфере программирования 1С - от 3 лет. Знание основ управленческого и бухгалтерского учета. ;Доработка и последующее тестирование модулей конфигурации корпоративной 1С 8.3. Составление технического описания по разработанным модулям. Взаимодействие с аналитиками...;"1С программирование; 1С: Управление Производственным Предприятием; 1С: Предприятие 8; 1С: Зарплата и управление персоналом; 1С: Управление Торговлей"
8;Инженер-программист (Стажер);Новосибирск;30000.0;40000.0;R2 Робототехника;2019-11-19T18:40:20+0300;0;0;Полный день;Полная занятость;"Стартап R2 robotics, разрабатывающий автоматизированную систему для ритейла на базе RFID и машинного зрения, ищет сотрудника, который примет участие в разработке ПО для управления роботом. Обязанности:  Разработка программного обеспечения управления роботом под ROS (машинное зрение, SLAM, инерциальная навигационная система, привода); Качественное документирование результатов деятельности;  Мы ожидаем от кандидата:  Реальный интерес к своей специальности, желание реализовывать себя и развиваться; Уверенное знание С++, Python; Уверенное знание Linux; Умение писать аккуратный читабельный код с подробным документированием; Владение английским языком на уровне чтения технической документации; Умение работать в команде, предлагать, обсуждать, аргументировать.  Рассмотрим кандидатов и без опыта работы с реальным интересом к своей специальности, с желанием реализовывать себя, развиваться!   Условия:  Работа над передовым международным проектом; Комфортное рабочее место в Академгородке; Оформление в соответствии с ТК РФ. ";"  Работа над передовым международным проектом; Комфортное рабочее место в Академгородке; Оформление в соответствии с ТК РФ. ";Реальный интерес к своей специальности, желание реализовывать себя и развиваться. Уверенное знание С++, Python. Уверенное знание Linux. Умение писать аккуратный...;Разработка программного обеспечения управления роботом под ROS (машинное зрение, SLAM, инерциальная навигационная система, привода). Качественное документирование результатов деятельности.;"Python; C++"
45;Back-end разработчик (Стажер);Новосибирск;30000.0;40000.0;R2 Робототехника;2019-11-19T18:38:16+0300;1;3;Полный день;Полная занятость;"Стартап R2 robotics, разрабатывающий автоматизированную систему для ритейла на базе RFID и машинного зрения, ищет Back-end разработчика. Обязанности:  Разработка и сопровождение серверной и клиентской части приложения;  Мы ожидаем от кандидата:  Реальный интерес к своей специальности, желание реализовывать себя и развиваться; Умение писать на JS, PHP; Опыт работы с БД SQL, NOSQL, MySQL; Умение работать с GIT; Опыт HTML и CSS; Знание Python/C#/Java;  Будет плюсом:  Опыт работы с одним из фреймворков VueJS, React, Angular и т.п.; Опыт написания rest api, soap api; Знание NodeJS;  Мы предлагаем:  комфортное рабочее место в Академгородке; оформление в соответствии с ТК РФ; уровень заработной платы соответствующий вашим навыкам. ";"  комфортное рабочее место в Академгородке; оформление в соответствии с ТК РФ; уровень заработной платы соответствующий вашим навыкам. ";Реальный интерес к своей специальности, желание реализовывать себя и развиваться. Умение писать на JS, PHP. Опыт работы с БД SQL...;Разработка и сопровождение серверной и клиентской части приложения.;"MySQL; NoSQL; CSS; HTML; PHP; C#; Java; Python"
67;Разработчик;Тюмень;40000.0;40000.0;Восток, Энергосбытовая компания;2019-11-19T06:32:00+0300;0;0;Полный день;Полная занятость;"  «Энергосбытовая компания «Восток» (АО «ЭК «Восток») успешно работает в энергосбытовом секторе уже более пятнадцати лет и в настоящее время поставляет электроэнергию клиентам на территории десяти субъектов Российской Федерации. Каждому сотруднику нашей компании предоставлена реальная возможность реализовать свой потенциал, получить ценный опыт работы, повысить свой статус в успешной команде профессионалов. Чем предстоит заниматься?   Разработка программного кода (BackEnd) высоконагруженной системы   Что мы ожидаем от будущего кандидата?   Знание PHP 7.x   Понимание принципов MVC в программировании   Опыт работы с популярными PHP фреймворками   Знание SQL, JavaScript, CSS, HTML   Опыт работы в команде, понимание Git   Мы постарались создать все условия для продуктивной и интересной работы:   Официальное трудоустройство согласно ТК РФ;   Стабильный, а главное полностью официальный доход;   Реальный карьерный рост в крупнейшей компании;   Атмосфера взаимопомощи и дружелюбия;     Работа в команде профессионалов в атмосфере взаимопомощи и поддержки;   Классическая пятидневка с фиксированными выходными;   График работы: с 8-00 до 17-00;   Обучение за счет предприятия.   А также в качестве бонуса:   Забота о здоровье: соц. пакет и бесплатные мед. обследования, ДМС;   Подарки в честь значимых событий в жизни сотрудников: рождение ребенка, свадьба, подарки детям на Новый год.   Если Вы ищите стабильную и интересную работу, то будем рады Вашим резюме!";;Знание PHP 7.x. Понимание принципов MVC в программировании. Опыт работы с популярными PHP фреймворками. Знание SQL, JavaScript, CSS, HTML. ;Разработка программного кода (BackEnd) высоконагруженной системы.;
1;Стажер-программист Python;Санкт-Петербург;;40000.0;Quest Software;2019-11-20T15:02:51+0300;0;0;Гибкий график;Стажировка;If you are eager to work with new technologies to design and develop software solutions used for local, networked and internet-related programs, Quest is the place to be. Currently we are looking for Intern Dev Engineer to join us in St. Petersburg to work together with our talented team on the Recovery Manager for Azure AD. Key responsibilities:  Develop features for SaaS product, cover by acceptance tests and automate deployment Work in the team that uses the Agile methodology Optimize development, maintenance cost and minimize product COGs Work with customer, understand business problem and implement the solution  Essential requirements:  Programming experience on Python Experience with Linux (Ubuntu, Alpine, CentOS …) Reading technical literature in English  Would be a plus:  Enterprise SaaS application development Experience with Amazon and Azure Cloud services (computational, storage, database, networking) Programming experience with Microsoft Graph API, Azure AD Graph API Docker and Kubernetes experience Web application development experience Micro-services development experience  Benefits:  Fixed-term contract with the possibility of further employment with permanent contract Stable white salary Flexible schedule Experienced mentors Free Tea, coffee, snacks in comfortable office ;;Programming experience on Python. Experience with Linux (Ubuntu, Alpine, CentOS …). Reading technical literature in English.;Work in the team that uses the Agile methodology. Optimize <highlighttext>development</highlighttext>, maintenance cost and minimize product COGs. Work with customer...;Python
33;Программист-стажер 1С;Санкт-Петербург;;40000.0;ЭЛРОС;2019-11-19T12:04:51+0300;0;0;Полный день;Стажировка;"ЭЛРОС - молодая и перспективная компания, стабильно развивающаяся в отрасли программного обеспечения 1С. Мы уверенно занимаем все более прочные позиции на рынке. Рост и оптимизация бизнеса наших клиентов – цель нашей работы! Мы в поиске талантливых людей на позицию программиста-стажера 1С.Если Вы приняли решение развиваться в сфере программирования 1С и:  Обладаете представлением о назначении и основных возможностях программ семейства 1С; Прошли курсы по 1С-программированию или уже работали в сфере 1С; Имеете сертификаты уровня 1С: Профессионал (любые);  то мы готовы предложить удаленное тестирование Ваших знаний, а в случае его успешного прохождения - очное собеседование. На позиции программиста-стажера 1С Вам предстоит:  Разработка доп. функциональности на управляемых и обычных формах в типовых и самописных конфигурациях (отчеты, обработки, дополнительные модули); Несложная модификация типовых печатных форм и отчетов; Анализ работы типовых механизмов 1С совместно с консультантом; Обновление типовых и доработанных конфигураций; Оценка трудоемкости поставленных задач на разработку; Настройка системы прав, ролей и доступов в 1С.  Мы предлагаем:  Работу в коллективе, где ценится и культивируется взаимодействие; Прозрачную перспективу профессионального развития - ежеквартальное собеседование по итогам и перспективам работы сотрудника; Работу без выездов к Заказчикам, с 10:00 до 19:00 (с часовым перерывом на обед и возможностью переноса начала рабочего дня); Обучение и сертификацию 1С за счет компании; Своевременно выплачиваемую заработную плату; Оплачиваемый отпуск 28 дней; Уютный офис в историческом центре города между метро пл. Восстания и метро пл. Александра Невского; Оформление в соответствии с ТК РФ. ";"  Работу в коллективе, где ценится и культивируется взаимодействие; Прозрачную перспективу профессионального развития - ежеквартальное собеседование по итогам и перспективам работы сотрудника; Работу без выездов к Заказчикам, с 10:00 до 19:00 (с часовым перерывом на обед и возможностью переноса начала рабочего дня); Обучение и сертификацию 1С за счет компании; Своевременно выплачиваемую заработную плату; Оплачиваемый отпуск 28 дней; Уютный офис в историческом центре города между метро пл. Восстания и метро пл. Александра Невского; Оформление в соответствии с ТК РФ. ";Обладаете представлением о назначении и основных возможностях программ семейства 1С. Прошли курсы по 1С-программированию или уже работали...;Разработка доп. функциональности на управляемых и обычных формах в типовых и самописных конфигурациях (отчеты, обработки, дополнительные модули). Несложная модификация типовых...;"1С программирование; 1С: Предприятие 8; Обновление конфигурации 1С; 1С: Управление Торговлей; 1С: Бухгалтерия; Разработка ПО; 1С: Комплексная автоматизация; 1С: Управление Производственным Предприятием; ERP"
21;Инженер-программист;Тюмень;30000.0;38000.0;МУП УТВиВ Сибиряк МО с.п.Нижнесортымский;2019-10-28T10:21:37+0300;3;6;Полный день;Полная занятость;Обязанности:  Разрабатывает инструкции по работе с программами, оформляет необходимую техническую документацию. Определяет возможность использования готовых программных продуктов. Разрабатывает и внедряет системы автоматической проверки правильности программ, типовых и стандартных программных средств, составляет технологию обработки информации. Обеспечивает качественное выполнение всех видов работ, связанных с разработкой и функционированием сайта предприятия. Осуществляет разработку и изменение дизайна и структуры сайта предприятия, разработку новых веб-страниц, программно-техническую поддержку, реализацию политики разграничения доступа и безопасность информационных ресурсов. Оформляет статьи и другие информационные материалы для сайта, осуществляет текущие изменения структуры сайта. Осуществляет техническую эксплуатацию, бесперебойную работу компьютеров и отдельных устройств. Разрабатывает график проведения работ по техническому обслуживанию и ремонту компьютерного оборудования. Работа с программами 1С.  Требования:  Высшее профессиональное (техническое или инженерно-экономическое) образование, стаж работы в должности не менее 3-х лет. ;;Высшее профессиональное (техническое или инженерно-экономическое) образование, стаж работы в должности не менее 3-х лет.;Разрабатывает инструкции по работе с программами, оформляет необходимую техническую документацию. Определяет возможность использования готовых программных продуктов. Разрабатывает и внедряет системы...;"1С программирование; 1С: Зарплата и управление персоналом; 1С: Бухгалтерия; Администрирование сетевого оборудования"
