;name;city;min_salary;max_salary;company;published_at;min_experience;max_experience;schedule;employment;description;conditions;requirement;responsibility;key_skills
5;Программист С++;Москва;100000.0;130000.0;Финстарлабс;2019-11-20T14:28:01+0300;1;3;Полный день;Полная занятость;"Обязанности: Разработка графического терминального ПО для проектов Компании под Линукс с использованием C++, OpenGL/mesa, emscripten. Требования: Обязательные требования:•хорошее знание ООП, C++, STL, C++11 (опыт разработки от 2-х лет)•знание базовых алгоритмов и структур данных•базовые знания компьютерной графики (2D, OpenGL)•опыт разработки под Linux Плюсом будет следующее:•опыт работы в команде от 3-х человек•умение работать с системами контроля версий (git)•знание шаблонов проектирования•опыт использования высокоуровневых графических библиотек (редактор, построение сцены, управление ресурсами, текстуры, анимации и т. д.)•опыт разработки многопоточных и сетевых приложений•опыт работы с периферийными устройствами•знание boost, cocos2d, bash, SQL, JSON, C#, Java, python Умение работать в команде и читать чужой код, ответственность по срокам выполнения задач, восприимчивость к чужим алгоритмическим и проектным решениям.   Условия: 1. Оформление по ТК РФ; 2. ДМС после окончания испытательного срока; 3. Современный офис и комфортабельное рабочее место; 4. Бесплатная охраняемая стоянка; 5. Отпуск 34 календарных дня; 8. Квартальные и годовые премии.   Удаленную работу не рассматриваем!";" 1. Оформление по ТК РФ; 2. ДМС после окончания испытательного срока; 3. Современный офис и комфортабельное рабочее место; 4. Бесплатная охраняемая стоянка; 5. Отпуск 34 календарных дня; 8. Квартальные и годовые премии.   Удаленную работу не рассматриваем!";Хорошее знание ООП, C++, STL, C++11 (опыт разработки от 2-х лет). Знание базовых алгоритмов и структур данных. ;;"C++; Linux; OpenGL; Git; SQL; Boost; COCOS"
24;Программист С++;Москва;120000.0;130000.0;НПЦ Эхо+;2019-11-20T16:29:02+0300;3;6;Полный день;Полная занятость;Обязанности:  Проектирование, разработка и поддержка программных продуктов. Среда разработки Visual Studio 2017.  Требования:  Уверенное знание C++, принципов ООП Владение stl (boost), .NET (framework), xml Знание геометрии, тригонометрии в объёмах средней школы Желателен опыт визуализации изображений (в том числе 3D), разработки интерфейса пользователя. Приветствуется опыт создания программно-аппаратных комплексов  Условия:  Интересная, творческая работа, отличный коллектив, соблюдение ТК (выходные, отпуск, больничные), ДМС Рабочий день 10.00 - 18.45, с возможностью смещения графика. ;  Интересная, творческая работа, отличный коллектив, соблюдение ТК (выходные, отпуск, больничные), ДМС Рабочий день 10.00 - 18.45, с возможностью смещения графика. ;Уверенное знание C++, принципов ООП. Владение stl (boost), .NET (framework), xml. Знание геометрии, тригонометрии в объёмах средней школы. ;Проектирование, разработка и поддержка программных продуктов. Среда разработки Visual Studio 2017.;"C++; Microsoft Visual Studio; .NET Framework; SVN; Scrum; SQL"
96;Программист С++;Екатеринбург;;120000.0;SHIFU;2019-11-07T09:32:37+0300;3;6;Удаленная работа;Полная занятость;Наша компания занимается разработкой для зарубежных компаний.   Требования:  Нужен опытный C++ разработчик под Windows платформу Опыт от 3-х лет в указанной области Опыт работы с MFC Проект технически сложный, много кастомного кода, поэтому знания каких-то определенных библиотек мы не требуем, нужно просто очень хорошо разбираться в языке и уметь разрабатывать под разные платформы. Опыт использования чистого C++ а не только QT Английский разговорный (важно понимать и уметь донести свою мысль).    Условия:  Удаленная работа Полная загрузка на долгий срок Если находитесь в Екатеринбурге, то есть офис в центре города Доброжелательный коллектив Технически-грамотное руководство Чай + печеньки ;  Удаленная работа Полная загрузка на долгий срок Если находитесь в Екатеринбурге, то есть офис в центре города Доброжелательный коллектив Технически-грамотное руководство Чай + печеньки ;Нужен опытный C++ <highlighttext>разработчик</highlighttext> под Windows платформу. Опыт от 3-х лет в указанной области. Опыт работы с MFC. ;Технически-грамотное руководство.;
95;Программист С++;Санкт-Петербург;60000.0;;О.Г.С. Руссия;2019-11-18T10:38:29+0300;1;3;Полный день;Полная занятость;Обязанности:  Разработка игр Участие в разработке программных инструментов для создания игр  Требования:  Высшее техническое образование в сфере IT Знание языка С++ (С++11) и STL Понимание принципов ООП, знание основных шаблонов проектирования Опыт работы с системами контроля версий(SVN/GIT) Умение работать в команде Знание Английского на уровне чтения документации    Приветствуется:  Опыт создания игр Опыт работы с Linux Опыт работы с OpenGL или DirectX Знание скриптовых языков Знание Английского (intermediate)  Условия:  Официальное трудоустройство согласно ТК РФ Система премирования по результатам работы за полугодие Пятидневная рабочая неделя с 9.30 до 18.30 Комфортные условия для работы и современное оборудование Белая заработная плата Комфортабельные условия: место работы – современный бизнес-центр класса А Профессиональный рост и развитие Бесплатное обучение английскому языку Кофе поинт с печеньками Отсутствие дресс-кода       ;  Официальное трудоустройство согласно ТК РФ Система премирования по результатам работы за полугодие Пятидневная рабочая неделя с 9.30 до 18.30 Комфортные условия для работы и современное оборудование Белая заработная плата Комфортабельные условия: место работы – современный бизнес-центр класса А Профессиональный рост и развитие Бесплатное обучение английскому языку Кофе поинт с печеньками Отсутствие дресс-кода       ;Высшее техническое образование в сфере IT. Знание языка С++ (С++11) и STL. Понимание принципов ООП, знание основных шаблонов проектирования. ;Разработка игр. Участие в разработке программных инструментов для создания игр.;"C++; Linux; OpenGL"
0;Программист С++;Москва;80000.0;;Cappasity Inc.;2019-11-20T11:17:57+0300;1;3;Полный день;Полная занятость;"Cappasity приглашает программиста C++ в команду. Разнообразные задачи - от работы над интерфейсом до решения обычных задач, связанных с разработкой десктопного приложения Easy 3D Scan. Кроссплатформенная разработка. Мы занимаемся продуктами 3D визуализации и AI для лакшери сегмента. Требования:  Отличное знание C++. Умение разбираться в чужом коде.  Условия:  работа в бизнес-центре класса B+; профессиональный, карьерный и финансовый рост; рабочий контракт с Американской компанией, работа в Москве; соблюдение ТК; заработная плата по результатам собеседования. ";"  работа в бизнес-центре класса B+; профессиональный, карьерный и финансовый рост; рабочий контракт с Американской компанией, работа в Москве; соблюдение ТК; заработная плата по результатам собеседования. ";Отличное знание C++. Умение разбираться в чужом коде.;;"C/C++; ООП"
13;Программист С++;Москва;120000.0;;Эверис, Представительство;2019-11-20T13:36:40+0300;3;6;Гибкий график;Полная занятость;"В подразделение французской компании, специализирующейся на разработке программного обеспечения для аптек, требуется программист С++. Требования :  Отличное знание С++; Хорошее знание Windows API; Опыт работы с многопоточностью; Навыки объектно-ориентированного проектирования, умение и желание писать качественный код; Желателен опыт работы с junior-программистами или в команде.  Обязанности:  Написание и отладка кода, в основном для головного продукта; Ведение проектов как самостоятельно, так и в небольшой команде; Компания Everys (Франция) существует с 1994 года и имеет представительство в России с 2001 года. Сейчас компания входит в тройку основных игроков на своём рынке. Профиль компании - разработка программного обеспечения для автоматизации аптек. Основной продукт - программно-аппаратный комплекс WinPharma - используется в более чем в 4000 аптек только во Франции. Также наш продукт популярен во франкоговорящих странах Африки, Новой Каледонии, Полинезии, Мартинике. Плюсом будет знание французского языка.  Условия:  Уровень заработной платы обсуждается индивидуально; Интересная работа, возможность профессионального роста; Дружный и стабильный коллектив; Офис в 3-5 минутах пешком от м. Серпуховская; Гибкий график 40 часов/неделю; ТК РФ, 100% белая заработная плата; ДМС + страховка ВЗР, дотация на питание, премии; Бесплатное обучение французскому языку по желанию, корпоративные скидки на английский. ";"  Уровень заработной платы обсуждается индивидуально; Интересная работа, возможность профессионального роста; Дружный и стабильный коллектив; Офис в 3-5 минутах пешком от м. Серпуховская; Гибкий график 40 часов/неделю; ТК РФ, 100% белая заработная плата; ДМС + страховка ВЗР, дотация на питание, премии; Бесплатное обучение французскому языку по желанию, корпоративные скидки на английский. ";Навыки объектно-ориентированного проектирования, умение и желание писать качественный код. Желателен опыт работы с junior-<highlighttext>программистами</highlighttext> или в команде. ;Написание и отладка кода, в основном для головного продукта. Ведение проектов как самостоятельно, так и в небольшой команде.;"C++; MS Visual Studio; Windows API; Multithread Programming"
49;Программист С++;Санкт-Петербург;;;MyTona;2019-11-20T09:15:42+0300;1;3;Полный день;Полная занятость;"Мы ищем программистов С++ для разработки и поддержки масштабных проектов для мобильных устройств, которые понимают ценность разработки и не боятся амбициозных задач! Обязанности:   Разработка и поддержка ПО для мобильных устройств.     Требования:   Отличное знание языков C++ (11/14/17 стандарты);   Опыт разработки приложений/игр под iOS, Android;   Знание базовых алгоритмов и структуры данных, линейной алгебры;   Опыт работы над клиент-серверными приложениями;   Стремление к самообучению и профессиональному развитию в игровой индустрии;   Самостоятельность и техническая грамотность.     Твоим бесспорным преимуществом будет:   Знание иных языков программирования и умение понимать чужой код;   Опыт работы в команде.     Мы предлагаем: Самое главное — вы получите серьезный опыт в разработке мобильных игр. Также вам гарантирован профессиональный и карьерный рост при ваших высоких показателях.   Интересные задачи на международном уровне, которые оценят миллионы игроков;   Достойная заработная плата и бонусы;   Внутренние обучающие программы, оплата внешних образовательных курсов;   Современные офисы в Якутске, Иваново, Владивостоке, Санкт-Петербурге и Сингапуре, оснащенные удобными воркспейсами;   Оплата добровольного медицинского страхования, компенсация расходов на спорт;   Бесплатное питание;   Корпоративные мероприятия, хакатоны и масштабные конференции.  ";" Самое главное — вы получите серьезный опыт в разработке мобильных игр. Также вам гарантирован профессиональный и карьерный рост при ваших высоких показателях.   Интересные задачи на международном уровне, которые оценят миллионы игроков;   Достойная заработная плата и бонусы;   Внутренние обучающие программы, оплата внешних образовательных курсов;   Современные офисы в Якутске, Иваново, Владивостоке, Санкт-Петербурге и Сингапуре, оснащенные удобными воркспейсами;   Оплата добровольного медицинского страхования, компенсация расходов на спорт;   Бесплатное питание;   Корпоративные мероприятия, хакатоны и масштабные конференции.  ";Отличное знание языков C++ (11/14/17 стандарты). Опыт разработки приложений/игр под iOS, Android. Знание базовых алгоритмов и структуры...;Разработка и поддержка ПО для мобильных устройств.;"C++; Objective-C; iOS; Android; алгоритмы; линейная алгебра"
68;Программист С++;Санкт-Петербург;;;Renga Software;2019-11-20T11:36:25+0300;3;6;Полный день;Полная занятость;В связи с активным развитием нового проекта команда разработчиков компании Renga Software приглашает кандидатов на позицию программист С++.  Задачи:   Разработка бизнес-логики приложения, графического движка, GUI. Участие в создании архитектуры подсистем приложения.  Требования:  Мы используем методологию Agile, поэтому для нас важно, чтобы наш новый коллега был открыт для обмена мнениями, активен и конструктивен. Также мы бы хотели видеть: высшее профильное образование, опыт программирования на С++, ООП, Design Patterns, Qt или DirectX Это не обязательно, но в качестве дополнительных плюсов может быть - знакомство с TDD, Unit-testing, Automated regression testing, Continuous integration, знание технологии COM, а также опыт использования Pair programming, Code Review.  Условия:  Соблюдение всех социальных гарантий, белая зарплата. Ежеквартальные премии в размере оклада по результатам работы. Уровень дохода обсуждается индивидуально. Интересные, сложные задачи, возможность постоянного профессионального развития. Удобный график, замечательный коллектив, демократичное руководство. Комфортный офис у метро Василеостровская   ;  Соблюдение всех социальных гарантий, белая зарплата. Ежеквартальные премии в размере оклада по результатам работы. Уровень дохода обсуждается индивидуально. Интересные, сложные задачи, возможность постоянного профессионального развития. Удобный график, замечательный коллектив, демократичное руководство. Комфортный офис у метро Василеостровская   ;Также мы бы хотели видеть: высшее профильное образование, опыт программирования на С++, ООП, Design Patterns, Qt или DirectX. ;Разработка бизнес-логики приложения, графического движка, GUI. Участие в создании архитектуры подсистем приложения.;
7;Программист С++;Новосибирск;;;Дата Ист;2019-11-20T07:38:18+0300;1;3;Полный день;Полная занятость;"Мы реализуем высокотехнологичные проекты в сфере геоинформационных систем - от мобильных картографических приложений до систем управления геоданными на корпоративном уровне. Программные продукты, информационные системы и решения нашей компании применяются в управлении территориями и природными ресурсами, геологии и геофизике, добыче нефти и газа, управлении городским хозяйством, земельном кадастре, транспортной логистике, в сельском и лесном хозяйстве и многих других сферах деятельности. Business Analyst Pro - расширение для платформы ArcGIS Pro американской компании Esri – основоположника и мирового лидера рынка геоинформационных систем. Business Analyst Pro служит для проведения сложных геомаркетинговых исследований, расчета пути следования, поиска оптимального расположения новых магазинов и складов. Продукты семейства Business Analyst используют в работе такие крупные компании, как Nike, Walmart, Kaiser и Dyson. Требования к кандидатам  знание C++ ; знание и понимание ООП; английский язык на уровне чтения технической документации (intermediate); умение работать в команде, умение работать с чужим кодом.  Дополнительно приветствуется  знание C#, WPF; умение работать с системой контроля версий (Git); свободное владение английским языком.  Чем надо будет заниматься  разрабатывать расширение для ArcGIS Pro на C++, писать автоматические тесты  Мы предлагаем  оформление в соответствии с ТК, полностью официальная заработная плата, отпуск 4 недели в год в удобное время; бесплатная медицинская страховка, которая включает ведущие клиники Новосибирска: ЦНМТ, Академмедикал, Медицинский центр им. Е.Н. Мешалкина, НИИТО, Дентал Сервис; компенсация стоимости занятий в бассейне; 8-часовой рабочий день с гибким началом рабочего дня (до 10:00), испытательный срок 1 месяц; мощное железо: Intel Core i7, SSD, 16GB RAM; современный софт: в работе используем Visual Studio 2015, GIT для хранения исходного кода, YouTrack для баг-трекинга и билд-сервер с TeamCity для автоматической сборки исходного кода, ОС и office пакеты последней линейки; уютный и просторный офис, ароматный кофе и многое-многое другое.  Как мы разрабатываем Business Analyst Pro Над проектом работает распределённая команда разработчиков и инженеров, часть которой находится в Новосибирске, а часть в городе Редландс, США. Поэтому важную роль играет тесное командное взаимодействие. Для ежедневного общения с зарубежными коллегами мы используем e-mail и Slack, а для детального обсуждения сложных задач дважды в неделю проводим митинги по Skype/Lync. Мы разрабатываем и тестируем инструменты геообработки для ArcGIS Pro, пользовательский интерфейс для визуализации данных и интерактивного анализа. Так как мы разрабатываем расширение для ArcGIS Pro, важно учитывать особенности дизайна и работы основного приложения. Для управления проектом мы используем Scrum, а сам проект размещён на платформе GitHub. Бизнес-логика реализована на С++, а удобный функциональный интерфейс - на C#. В продукте применяются технологии WPF, COM, ArcObjects, ArcGIS Pro SDK и ArcGIS REST API.";;Знание C++ . Знание и понимание ООП. Английский язык на уровне чтения технической документации (intermediate). Умение работать в команде, умение работать...;Разрабатывать расширение для ArcGIS Pro на C++, писать автоматические тесты.;"C++; ООП; Git; Английский язык"
92;Программист С++;Новосибирск;;;ARQA Technologies;2019-11-18T04:33:01+0300;1;3;Гибкий график;Полная занятость;ARQA Technologies - разработчик сложных программных решений для финансового сектора (банков, инвестиционных и управляющих компаний). Наши продукты QUIK и QORT используются более 300 клиентами в России и западных странах. Головной офис компании находится в тихом центре Новосибирска, в шаговой доступности от транспортной развязки. Города присутствия – Москва, Лондон. На данный момент, в компании работает более 200 человек.   В зависимости от Ваших навыков и опыта мы будем рады предложить участие в решении разнообразных задач – от системного программирования, разработки бизнес-логики до реализации многофункционального пользовательского интерфейса.   Мы ожидаем:  Законченное высшее образование. Качественное знание и понимание базовых алгоритмов computer science. Опыт и хорошие знания C++, MS VS, WinApi. Навыки отладки и оптимизации ПО. Умение разбираться и работать с чужим кодом. Навыки командной работы.  Будет плюсом:  Знание MS SQL или другой СУБД.    Мы предлагаем:  Официальное трудоустройство и соблюдение законодательства о труде. Ежегодные отпуска 31 календарный день, больничные и т.д. ДМС, частичную компенсацию занятий спортом. Уютный офис в тихом центре. Насыщенную корпоративную жизнь в коллективе единомышленников. Гибкий график работы. Для сотрудников со стажем - возможность получить ссуду на первоначальный взнос при покупке жилья. ;  Официальное трудоустройство и соблюдение законодательства о труде. Ежегодные отпуска 31 календарный день, больничные и т.д. ДМС, частичную компенсацию занятий спортом. Уютный офис в тихом центре. Насыщенную корпоративную жизнь в коллективе единомышленников. Гибкий график работы. Для сотрудников со стажем - возможность получить ссуду на первоначальный взнос при покупке жилья. ;Законченное высшее образование. Качественное знание и понимание базовых алгоритмов computer science. Опыт и хорошие знания C++, MS VS, WinApi. ;;"C++; MS Visual Studio"
