;name;city;min_salary;max_salary;company;published_at;min_experience;max_experience;schedule;employment;description;conditions;requirement;responsibility;key_skills
55;Программист 1C;Москва;150000.0;200000.0;Акушерство.ru, Компания;2019-11-19T13:01:34+0300;1;3;Полный день;Полная занятость;"Основные задачи:• Внедрение новых, поддержание и развитие текущих информационных систем компании (КИС УПП, 1С: БП, ЗУП, СКУД, WMS, мобильная 1С);• Разработка конфигурации, совместная разработка с использованием хранилища конфигурации 1С;• Интеграция 1С со сторонними системами;• Тестирование собственного кода;• Техническая поддержка пользователей: 5-10 %;• ESB, XSD, WSDL, JS, XDTO и прочее;• Выполнение поставленных задач в сроки;• Работа в команде, работа на результат. Какие знания вам потребуются:• Образование - высшее;• Опыт работы разработчиком 1C от года;• Умение разбираться в чужом коде;• Умение работать в команде, групповая разработка;• Понимание ТЗ, предложение лучших альтернатив решений задачи;• Готовность развиваться, осваивать новые технологии. Мы предлагаем:• Высокий уровень зарплаты, а также бонусную систему за результат;• Интересные и амбициозные задачи;• Молодой и дружный коллектив профессионалов;• Посещение профильных мероприятий, обучение;• Оформление по ТК РФ;• График работы: 5/2, с 9 до 18 или с 10 до 19 (обсуждаем как удобно);• Офис: м. Рязанский пр-т или ж/д. ст. Плющево, Вешняки (10 мин пешком).";"• Высокий уровень зарплаты, а также бонусную систему за результат;• Интересные и амбициозные задачи;• Молодой и дружный коллектив профессионалов;• Посещение профильных мероприятий, обучение;• Оформление по ТК РФ;• График работы: 5/2, с 9 до 18 или с 10 до 19 (обсуждаем как удобно);• Офис: м. Рязанский пр-т или ж/д. ст. Плющево, Вешняки (10 мин пешком).";Какие знания вам потребуются: Образование - высшее. Опыт работы <highlighttext>разработчиком</highlighttext> 1C от года. Умение разбираться в чужом коде. ;Внедрение новых, поддержание и развитие текущих информационных систем компании (КИС УПП, 1С: БП, ЗУП, СКУД, WMS, мобильная 1С). ;
25;Программист 1C;Москва;;200000.0;Николь;2019-11-20T17:44:49+0300;1;3;Полный день;Полная занятость;"Магазин зоотоваров Старая ферма приглашает к себе в команду разработчика 1С! Требуются сильные навыки в разработке и умение работать с кодом. Пишем очень интересную сборку, все задачи нетипичные и нетривиальные! Если Вы целеустремленный и талантливый разработчик и хотите делать, что-то отличное от шаблона, неординарное, постоянно идти вперед и развиваться, то мы ждем Вас в нашу команду! Требования:  Опыт разработки 1С (управляемые формы как преимущество) Знание управленческого учета (желательно) Умение справляться с постоянным плотным потоком задач и самостоятельно расставлять приоритеты.  Обязанности:  Доработка и администрирование баз 1С (УТ 11) Настройка интеграции с базами сайтов, курьерскими службами, платежными системами. Создание модулей для аналитики продаж. Консультирование пользователей.  Условия:  график работы пятидневка . Гибкое начало рабочего дня с 9.00 до 10.00. оформление по ТК РФ; оплачиваемый ежегодный отпуск, оплата больничного листа; уютный, просторный офис рядом с метро Рязанский проспект, в ближайшее время открытие новой станции метро в шаговой доступности от офиса; большая кухня (итальянский натуральный кофе, элитные сорта чая); живой уголок с экзотическими животными (василиск шлемоносный, шиншилла). ";"  график работы пятидневка . Гибкое начало рабочего дня с 9.00 до 10.00. оформление по ТК РФ; оплачиваемый ежегодный отпуск, оплата больничного листа; уютный, просторный офис рядом с метро Рязанский проспект, в ближайшее время открытие новой станции метро в шаговой доступности от офиса; большая кухня (итальянский натуральный кофе, элитные сорта чая); живой уголок с экзотическими животными (василиск шлемоносный, шиншилла). ";Опыт разработки 1С (управляемые формы как преимущество). Знание управленческого учета (желательно). Умение справляться с постоянным плотным потоком задач и...;Доработка и администрирование баз 1С (УТ 11). Настройка интеграции с базами сайтов, курьерскими службами, платежными системами. Создание модулей для...;1С программирование
75;Программист 1C;Москва;120000.0;130000.0;Дальпромрыба;2019-11-19T19:22:27+0300;1;3;Полный день;Полная занятость;"Обязанности:  Сопровождение информационной структуры на базе 1С 8.2, 8.3; Разработка и внедрение новых механизмов, отчетов и обработок; Консультирование пользователей; Интеграция с другими информационными системами;  Требования:  Образование профильное; Знание типовых конфигураций УПП 1.3, БП 3.0, ЗУП 3.1; Знание основ бухгалтерского учет; Опыт работы программистом 1С от 2 -х лет; Коммуникабельность ответственность;  Условия:  Оформление по ТК; График работы 5/2 с 9.30 до 18.00 в офисе, возможно находиться в офисе от 2 до 3 рабочих дней в неделю, остальное - удаленная работа; Заработная плата по результатам собеседования, стабильные выплаты 2 раза в месяц. Возможность обеспечения своей семьи качественной рыбной продукцией по льготным ценам; Место работы: г. Москва, м.Смоленская (синяя ветка), Трубниковский пер., ";"  Оформление по ТК; График работы 5/2 с 9.30 до 18.00 в офисе, возможно находиться в офисе от 2 до 3 рабочих дней в неделю, остальное - удаленная работа; Заработная плата по результатам собеседования, стабильные выплаты 2 раза в месяц. Возможность обеспечения своей семьи качественной рыбной продукцией по льготным ценам; Место работы: г. Москва, м.Смоленская (синяя ветка), Трубниковский пер., ";Знание типовых конфигураций УПП 1.3, БП 3.0, ЗУП 3.1. Знание основ бухгалтерского учет. Опыт работы <highlighttext>программистом</highlighttext> 1...;Сопровождение информационной структуры на базе 1С 8.2, 8.3. Разработка и внедрение новых механизмов, отчетов и обработок. ;"1С: Управление Производственным Предприятием; 1С: Зарплата и управление персоналом; Бухгалтерская отчетность; Бухгалтерский учет"
16;Программист 1C;Новосибирск;60000.0;120000.0;ИТ Интеграция;2019-11-19T09:34:13+0300;1;3;Полный день;Полная занятость;Обязанности:  Командная работа, внедрение, поиск/устранение ошибок в документах, обменах, разработка и доработка отчетов/форм/доп. функционала, настройка обменов и прочие сопутствующие мелочи (в основном по УТv8). Получить задачу от конечного пользователя/коллег, выполнить или делегировать коллегам, проинформировать пользователя, убедиться что нужный результат достигнут, закрыть задачу.  Требования:  Знание конфигурации УТ, положительный, предпочтительно длительный опыт решения вышеизложенных задач. Пунктуальность, ответственность, умение грамотно излагать мысли, желание развиваться, уравновешенность.  Условия:  Работа Новосибирском филиале, у компании офисы в 3 городах, 12 лет положительной практики. Командная работа, позитивная атмосфера, динамика. Профиль компании - Интегратор, работаем с интересными проектами, у нас сложно завязнуть в рутине. Стильный, современный, эргономичный офис, есть кухонная зона, регулируемые под анатомию тела рабочие места, климат система с притоком свежего воздуха, приветствуем современные подходы к эргономики и атмосфере в коллективе. Офис, в самом центре города, БЦ Новоград, Красный проспект, это симпатичный, современный Бизнес центр, расположен прям у входа в метро станции Красный проспект + переход на Сибирская (очень удобная транспортная схема), множество маршрутов общественного транспорта, не далеко площадь Калинина и Площадь Ленина. В здании БЦ царит живая, деловая атмосфера. Рядом множество торговых, административных и развлекательных учреждений. Наша клиентская база, это компании средних объемов (приятные люди) с которыми сотрудничаем много лет. Пятидневная рабочая неделя с 9 до 18 часов. Возможен график 4+1 (один день удалено) - рассматривается индивидуально, по результатам работы. Оплата - ставка + закрытые часы, верхний предел не ограничивается. При удержании хороших показателей премия. ;  Работа Новосибирском филиале, у компании офисы в 3 городах, 12 лет положительной практики. Командная работа, позитивная атмосфера, динамика. Профиль компании - Интегратор, работаем с интересными проектами, у нас сложно завязнуть в рутине. Стильный, современный, эргономичный офис, есть кухонная зона, регулируемые под анатомию тела рабочие места, климат система с притоком свежего воздуха, приветствуем современные подходы к эргономики и атмосфере в коллективе. Офис, в самом центре города, БЦ Новоград, Красный проспект, это симпатичный, современный Бизнес центр, расположен прям у входа в метро станции Красный проспект + переход на Сибирская (очень удобная транспортная схема), множество маршрутов общественного транспорта, не далеко площадь Калинина и Площадь Ленина. В здании БЦ царит живая, деловая атмосфера. Рядом множество торговых, административных и развлекательных учреждений. Наша клиентская база, это компании средних объемов (приятные люди) с которыми сотрудничаем много лет. Пятидневная рабочая неделя с 9 до 18 часов. Возможен график 4+1 (один день удалено) - рассматривается индивидуально, по результатам работы. Оплата - ставка + закрытые часы, верхний предел не ограничивается. При удержании хороших показателей премия. ;Знание конфигурации УТ, положительный, предпочтительно длительный опыт решения вышеизложенных задач. Пунктуальность, ответственность, умение грамотно излагать мысли, желание развиваться, уравновешенность.;Командная работа, внедрение, поиск/устранение ошибок в документах, обменах, разработка и доработка отчетов/форм/доп. функционала, настройка обменов и прочие...;"1С: Управление Торговлей; 1С: Розница"
13;Программист 1C;Новосибирск;70000.0;120000.0;СовПлим-Сибирь;2019-11-19T05:45:33+0300;3;6;Полный день;Полная занятость;"Обязанности:  Сопровождение информационных систем 1С 8.3 (конфигурации 1С: Бухгалтерия, 1С Зарплата и Управление Персоналом, 1С УПП). Создание, доработка и поддержка внешних отчетов и обработок, участков кода в соответствии с ТЗ, своевременное обновление информационных баз; Поддержка обменов как между системами на базе 1С, так между сторонними системами; Текущая поддержка и консультирование пользователей по общим вопросам работы 1С; Поддержка БП 2.0; Поддержка самописной CRM; Поддержка модифицированной УПП.  Требования:  Высшее профильное образование; Опыт работы с ПО 1С 8 от 1 года. Твердые знания типовых конфигураций 1С: Бухгалтерия предприятия, 1С Зарплата и управления персоналом, 1С: УПП; Знание клиент-серверной архитектуры 1С, управляемых форм, СКД; Умение разбираться в чужом коде; Готовность к высокоинтенсивной работе и самообучению; Отличное знание Excel; Желательно наличие сертификатов 1С:Профессионал и 1С:Специалист; Ответственность, стрессоустойчивость, умение общаться с людьми, желание разбираться в бизнес-процессах .  Условия:  Официальное трудоустройство; Удобный офис с хорошей транспортной развязкой; Дружный коллектив с богатой корпоративной культурой; Повышение квалификации и обучение за счет компании; Возможность профессионального роста и развития. ";"  Официальное трудоустройство; Удобный офис с хорошей транспортной развязкой; Дружный коллектив с богатой корпоративной культурой; Повышение квалификации и обучение за счет компании; Возможность профессионального роста и развития. ";"Высшее профильное образование. Опыт работы с ПО 1С 8 от 1 года. Твердые знания типовых конфигураций &quot;1С: Бухгалтерия...";Сопровождение информационных систем 1С 8.3 (конфигурации 1С: Бухгалтерия, 1С Зарплата и Управление Персоналом, 1С УПП). ;
86;Программист 1C;Москва;100000.0;120000.0;ГБА;2019-11-19T12:28:04+0300;1;3;Полный день;Полная занятость;Обязанности:  Поддержка, сопровождение и обслуживание БД 1С Разработка нового функционала и сопровождение существующего в корпоративных БД Интеграция с другими системами  Требования:  Образование высшее (техническое) обязательно Опыт работы не менее 2-х лет с платформами 1С 7.7, 8.x Знания типовых конфигураций Бухгалтерия, ЗУП Умение работать с запросами SQL, опыт написания прямых запросов к БД  Условия:  Работа в офисе, без командировок. График работы: понедельник - пятница с 09:00 до 18:00. (полная занятость З/п полностью белая Оформление по ТК РФ Месторасположение офиса – метро Шаболовская (5 минут пешком) ;  Работа в офисе, без командировок. График работы: понедельник - пятница с 09:00 до 18:00. (полная занятость З/п полностью белая Оформление по ТК РФ Месторасположение офиса – метро Шаболовская (5 минут пешком) ;Образование высшее (техническое) обязательно. Опыт работы не менее 2-х лет с платформами 1С 7.7, 8.x. ;Поддержка, сопровождение и обслуживание БД 1С. Разработка нового функционала и сопровождение существующего в корпоративных БД. Интеграция с другими системами.;"MS SQL; 1С: Бухгалтерия; 1С: Зарплата и управление персоналом; SQL; 1С программирование"
3;Программист 1C;Новосибирск;100000.0;120000.0;Элтекс коммуникации;2019-11-20T05:58:10+0300;1;3;Полный день;Полная занятость;"Мы- дилер № 1 телекоммуникационного оборудования Eltex: программные АТС масштабов города, оборудование IP- телефонии, GPON оборудование, профессиональный wi-fi. В связи с ростом компании требуется автоматизация бухгалтерского и складского учетов. Нам необходим Программист 1С на постоянную работу! Используется одновременно несколько юр лиц, версии 1С Торговля и 1С Бухгалтерия, настроена синхронизация между базами данных. Физически склады располагаются в Новосибирске и в Москве. Оборудование Eltex представлено примерно 200 шт разновидностями товаров, каждое изделие имеет уникальный серийный номер. Что нужно делать:  Сопровождение программ 1С: Торговля, 1С: Бухгалтерия; Создание внешних печатных форм согласно запросам бухгалтерии, склада, коммерческого отдела; Доработка и сопровождение синхронизации между базами и сайтом; Создание внешних обработок и доработка конфигурации согласно ТЗ; Обновление версий платформы и баз данных с доработанной конфигурацией; Поддержание работоспособности сервера баз данных и клиентов 1С на компьютерах пользователей; Интеграция 1C с внешними системами  Нам важно:  Опыт администрирования 1С: Торговля, 1С: Бухгалтерия; Опыт создания внешних обработок и форм; Опыт интеграции 1С со сторонними приложениями  Что мы даем:  Вознаграждение по договоренности, в зависимости от уровня кандидата; Комфортное рабочее место (новый рабочий стол, новый компьютер); Помощь в части задач от удаленного программиста; Комфортный офис со всеми удобствами (кондиционер, отдельная кухня, кофемашина), 5 мин. от м. Заельцовская; Молодой коллектив профессионалов; График работы: 5/2 с 10.00 - 19.00(возможен гибкий); Оформление по ТК РФ.     ";;Опыт администрирования 1С: Торговля, 1С: Бухгалтерия. Опыт создания внешних обработок и форм. Опыт интеграции 1С со сторонними...;Сопровождение программ 1С: Торговля, 1С: Бухгалтерия. Создание внешних печатных форм согласно запросам бухгалтерии, склада, коммерческого отдела. ;
20;Программист 1C;Новосибирск;;100000.0;РИГЕЛЬ РИТЕЙЛ;2019-11-18T06:04:01+0300;3;6;Полный день;Полная занятость;В сеть магазинов «ПивоПей» требуется Программист 1С. Обязанности:  Доработка 1С под потребности компании, программирование и внедрение всех изменений. Оптимизация расчетов в программе 1С. Создание и изменение новых документов, справочников, обработок, отчетов. Разработка и отладка программного кода: написание программного кода, проверка и отладка программного кода (качественное, читаемое оформление). Разработка и настройка в рабочее состояние механизмов обмена данными между конфигурациями 1С и другими программами. Обновление типовых и изменённых конфигураций. Оценка и согласование сроков выполнения поставленных задач. Решение проблем, возникающих в ходе работы программы (полнота отображения данных). Консультирование пользователей по работе в 1С: бухгалтерия, снабжение, розничные магазины.  Требования:  Высшее образование. Опыт работы по программированию в среде 1С платформы 8.3 от 3 лет: торговые (дистрибьюторские) компании, торговые сети, компании-разработчики. Умение разбираться в чужом коде, а также разбираться с записями БД. Базовые знания бухгалтерского и налогового учета, хорошее знание типового функционала 1С: УТ, 1С: Розница 2.2. Опыт интеграции 1C с внешними системами. Опыт работы с конвертацией данных и иными способами интеграции и обмена информации. Личные качества: системность, исполнительность, ответственность, нацеленность на результат.  Мы предлагаем Вам:  Трудоустройство согласно ТК РФ. Достойный уровень зарплаты. Дружный коллектив, интересные задачи! ;;...3 от 3 лет: торговые (дистрибьюторские) компании, торговые сети, компании-<highlighttext>разработчики</highlighttext>. Умение разбираться в чужом коде, а также разбираться с...;Доработка 1С под потребности компании, программирование и внедрение всех изменений. Оптимизация расчетов в программе 1С. Создание и изменение...;"1С программирование; 1С: Управление Производственным Предприятием; 1С: Бухгалтерия; Обновление конфигурации 1С; 1С: Управление Торговлей"
94;Программист 1C;Тюмень;55000.0;;Стальмост;2019-11-14T08:07:16+0300;3;6;Полный день;Полная занятость;"В АО Стальмост открыта вакансия Программист 1С.  Ваша работа будет заключаться в ...  Консультации пользователей по вопросам работы в программных продуктах 1С (УПП, Бухгалтерия, ЗУП); Программировании и доработке конфигураций 1С в соответствии с техническими заданиями; Мониторинге выхода новых типовых конфигураций необходимых для обновления программ на базе 1С, контроль изменений в новых конфигурациях; Разработке конфигурации в 1С по представленным техническим заданиям других отделов и подразделений предприятия.  Эта работа для Вас если…  Вы имеете высшее техническое образование; Умеете проектировать информационные системы и базы данных, владеть встроенным языком программирования 1С, имеете опыт программирования в иных формализованных языках программирования; Ориентируетесь в основных конфигурациях 1С связанных с функционированием средних и крупных предприятий; Знаете устройство и принципы работы операционных систем и компьютерной техники; Умеете работать в режиме многозадачности.  Условия ...  Пятидневная рабочая неделя с 8-00 до 17-00; Место работы: п. Винзили, ул. Вокзальная 1В; Развозка транспортом предприятия в г. Тюмень, п. Богандинский, п. Боровский; Питание в столовой, на территории компании; Работа в команде профессионалов и интересная корпоративная жизнь!   ";;Вы имеете высшее техническое образование. Умеете проектировать информационные системы и базы данных, владеть встроенным языком программирования 1С, имеете опыт...;Консультации пользователей по вопросам работы в программных продуктах 1С (УПП, Бухгалтерия, ЗУП). Программировании и доработке конфигураций 1С в...;
96;Программист 1C;Тюмень;60000.0;;Восток Моторс;2019-11-13T15:33:39+0300;1;3;Полный день;Полная занятость;О нас: Компания Восток Моторс основана в январе 2005 года. Сегодня мы один из самых динамично развивающихся холдингов на автомобильном рынке Уральского региона. В г. Тюмень являемся официальным дилером брендов Hyundai и Skoda. Мы повышаем качество жизни людей, заботясь об их потребностях, связанных с автомобилями. Профессионализм, компетентность и добросовестность - базовые ценности наших сотрудников, определяющие нашу жизнь и работу. Чем предстоит заниматься:  Разработка и доработка приложений на платформе 1С Предприятие Работа с платформой 1С: Предприятие 8 (администрирование, конфигурирование, программирование, механизмы интеграции, web-сервисы) Поддержка пользователей  Чего мы ждем от кандидата:  Уверенное знание конфигураций 1С: БП 3,0, ЗУП 3,1 Опыт разработки на платформе 1С 8, знание бухгалтерского учета Желательно знание конфигурации Альфа-авто Высшее профильное образование Желательно наличие сертификатов 1С  От нас:  График работы 5/2 (дежурства в выходные дни по графику 1-2 раза в месяц, компенсируется выходным в будни) Достойная заработная плата Работа в стабильной компании Современно оснащённое рабочее место Молодой, доброжелательный коллектив Возможность развиваться и карьерный рост Своевременная заработная плата Официальное трудоустройство ;;Уверенное знание конфигураций 1С: БП 3,0, ЗУП 3,1. Опыт разработки на платформе 1С 8, знание бухгалтерского...;"Разработка и доработка приложений на платформе 1С Предприятие. Работа с платформой &quot;1С: Предприятие 8&quot; (администрирование, конфигурирование, программирование, механизмы...";Разработка ПО
